review,sentiment
"The first time you watch this movie you may hate it, but the 2nd time you see this movie I guarantee laughs all around. The owners of the dogs are so ecclectic that you can't help but look at them and laugh. From the littlest toy poodle to the announcer, everything will make you laugh. And you may learn every single nut there is!",1
"Evil never looked so bad. They meant it.<br /><br />When a buddy of mine picked this DVD up at a half-priced book store, I didn't know what to expect. I mean, based on the title, I knew it would be worth a laugh, but I didn't realize how laughable it would really be.<br /><br />The first time through, I missed some of the dialogue (if you could call it that) because we were all too busy poking fun at the plot of the movie. It seemed like it was written in filmed in less than a week, and they hadn't the budget to go back and fix some of the minor flaws. Wait, did I say ""minor""? I meant the exact opposite. For instance, the main character is credited as 'Ken', but several times throughout the film he is referred to as 'John'. <br /><br />If the plot holes aren't enough fun for you, take a look at the acting. Nobody seems overly concerned about the zombie raids in their state, including the mother of the main character, who is missing for days while she sits in front of a fireplace reading a book.<br /><br />The constraints that the budget puts on the movie are equally as hilarious. Maybe they didn't have a permit to film wherever they were, because during the BIG MOTORCYCLE CHASE SCENE, the characters are obeying all traffic regulations. The zombies, who had just killed twenty or so people, actually stop at a stop sign coming out of a parking lot. I don't even do that, but then again, I'm not a biker zombie. The ending of the movie looks like they just ran out of money. It ends so suddenly that it leaves you wanting more... On second thought, it ends just soon enough.<br /><br />So if you're looking for a good time with your friends, seek out this movie. It's a great unintentional comedy.",0
"I cannot comprehend how this picture was allowed to be made. It is mostly, if not completely, inaccurate so much so that the main character does not even resemble how history has him look physically. This movie made me go on the internet and go through my books to make sure I remember Nero's personality correctly. For God's sake, I have a book that lists Nero as one of the most evil person's of the world and the movie made me feel bad for him. I must say Aggrapina's character seemed close to my understanding of her, both physically and psychologically. Although, the actors all did a good job, the movie was terrible and I'm sure I will not watch any others made by this sorry team.",0
"Japan 1918. The story of 16-year old Ryu begins with the death of her father. As it will be revealed later, both of her parents have died of tuberculosis. In this desperate situation Ryus aunt has arranged a marriage with a Japanese man in Hawai, whom they know only from its picture. By her arrival in Hawai ryu discovers that her new husband is much older as in the photograph ,and that he lives in very humble circumstances beside a sugar cane plantage were he works on. Ryu not used to the hard labour on the plantage and in despair over her situation in her new home thinks of running away. She soon discovers that she has nowhere to go. The friendship to Kana, a female co-worker of hers, gives her new hope and strength. This picture is based on real events between 1907 and the 1920s, when thousands of Asian woman were married off to men in America, whom they only knew from their picture. This not very well known picture is well written and acted. The location is breathtaking. This film also features Mifune Toshiro in his very last screen appearance as a Benshi (narrator of silent movies). This film gives some insight of Japanese culture here and across the ocean. A must see!",1
"The 100 black and white half-hour episodes of the early situation comedy ""Mr. Peepers"" were originally broadcast from 1952-55 on NBC. Like a lot of baby boomers this and ""Ding Dong School"" are my earliest memories of television. Since both ran later in syndication it is hard to tell how many of these memories are actually tied to the original broadcasts.<br /><br />""Mr. Peepers"" is worth checking out for more than its nostalgia value. It represents a very different style of situation comedy than shows like ""The Honeymooners"" and ""I Love Lucy"". The genre could have gone in two different directions in those days and ended up taking the loud abrasive path of those two shows; which is probably why they still seem contemporary. <br /><br />""Mr. Peepers"", which was differentiated by its intelligent restrained tone, may appear slow and dull in comparison. But it's really more a matter of adjusting to the different style. Once you get into the characters it will win over most intelligent viewers. Credit should be give to the show's producer, Fred Coe, a key figure in early television whose dramatic anthologies are also worth checking out (""Philco Television Playhouse"", ""Lights Out"", ""Playhouse 90"", ""Producers Showcase"", ""Playwrights 56"", ""Fireside Theatre"", etc.) even on kinescope.<br /><br />""Mr. Peepers"" offered a much more gentle style with Wally Cox (to be the voice of ""Underdog"" a few years later) in the title role, Robinson Peepers, a mild-mannered high school science teacher. His glasses were his trademark and a symbolic link to his name and role as a passive observer. <br /><br />The series provided Cox with an outstanding supporting cast. Tony Randall played his brash best friend, history teacher Harvey Weskit. Jack Warden played Frank Whip, the loud gym teacher whose mild bullying gave the show most of its conflict elements. <br /><br />There is some love interest competition involving the school's nurse, Nancy Remington (Patricia Benoit), with viewers quickly aligning with Mr. Peepers who seems a much better match for the gentle Nancy. Their on-screen marriage near the end 1953-54 season captured national attention, an early version of the ""Who Shot J.R.?"" frenzy.<br /><br />Then again, what do I know? I'm only a child.",1
"RUN...do not walk away from this movie!!!!! Aimed at the very young kids, this movie will bore you to tears. If the Gamera trilogy of the 90's raised the bar, this film just lowered it. It's slow paced and the monster fighting is good, but seldom seen. This movie had me dry heaving in the cat box. Just a very poor offering after a phenomenal 90's series.<br /><br />SPOILERS BEYOND THIS POINT!!!!!!!!!!! Here are the top 10 reasons Gamera fans of the 90's series will HATE this film.<br /><br />10. This movie is a drama that follows a kid trying to cope with the death of his mother and fears losing baby Gamera to a fight after knowing his father saw the adult Gamera die.<br /><br />9. You see the adult Gamera for maybe a minute at the beginning of the film. He gets his butt kicked by a few Gyaos and self destructs??? He looks old and lethargic. Plus he looks nothing like any gamera you've ever seen. His suit looked cheap and rushed.<br /><br />8. The young Gamera you see through the rest of the film looks like a Pokemon. Big-eyed and cute...it will remind you of the baby Godzilla from Godzilla vs MechaGodzilla 2. Gamera is now too cute.<br /><br />7. This movie has the pace of watching a NASCAR race during a 3 hour rain delay. I watched this movie with 2 other Gamera fans and nobody was happy with how slowly this film moved along. I've seen an SUV full of fat people going up a mountain road move faster.<br /><br />6. Like Godzilla:Final Wars, this movie had very little kaiju time on screen. Final Wars had much more, actually, and better fights although short.<br /><br />5. Kids take the title role. The friend of all children theme and poor writing killed the original Gamera series in the 1970's and history repeats itself in the 2000's. The most successful Gamera films abandoned the Sesame Street feel and went to a darker place. Why go back to a failed formula? This was to be a new trilogy and poor ticket sales killed any hope for this story to continue (thank god).<br /><br />4. Gamera lost his iconic roar. He now sounds like an Elephant with strep throat.<br /><br />3. This movie may produce a new Olympic event.....Imagine a relay race that involves sending very young children into harm's way. You have to see the ending to understand this point. Where were the parents? Oh yea..right there sending their kids into a kaiju battle zone.<br /><br />2. The special effects were good, but sub-par for a Gamera movie. Legion and Iris had better effects. The best effect was showing the apple sized baby Gamera fly. Not too impressive.<br /><br />1. This movie is just not what adult kaiju fans come to expect. The director was involved in Power Rangers and it shows. It comes off like a cross between ET, Always: Sunset on Third Street and TMNT. Kudos if you know all 3 references.<br /><br />Rental at best or watch once if you buy it to complete the DVD series.",0
"The ghost of the Vietnam war has haunted the American psyche for thirty years now. If not because of the fact that tens of thousands of American soldiers went MIA in Vietnam, or the manner in which those who returned were treated, then because it was the first war that America could be said to have lost. Many men came home from the war a shadow of their former selves, and the original First Blood managed to provide a small insight into their problems as they attempted to rotate back into the world, as the saying goes. First Blood Part II, on the other hand, is little more than a fist-pumping mess that goes to illustrate how sore America can be, both in victory and defeat. Stallone puts in another sluggish performance as the titular Special Forces commando, while Richard Crenna attempts to hold up the serious actor quotient. Where it all comes undone is in the script, which didn't do any better when it was called Missing In Action and starred Chuck Norris. What little semblance of logic there was in the original is now gone, as the filmmakers decide to paint a big S on Rambo's massive chest.<br /><br />The film picks up a little while after the end of First Blood. The film, that is - the novel didn't allow for the possibility of sequels. In this mediocre follow-up, Rambo has been put to work at what appears to be some sort of open-air mine. As he is breaking rocks and working up a sweat, a prison guard pulls him away to go and have a chat with Colonel Trautman, who advises him that his government is willing to offer him an early release if he goes on a covert mission. Rambo, never one to back down from a hard day's violent work, accepts, and is promptly shipped off to a covert base in what appears to be Cambodia or Thailand (I forget which). From there, he is commissioned to seek out a camp where American MIAs are supposedly being held, and photograph them. His mission quite clearly specifies that he is not to make any attempt to secure their release. Rambo being Rambo, however, has other ideas in spite of their possible political implications.<br /><br />Of course, things go somewhat awry when it turns out that the people commissioning Rambo's work have more interest in making sure no American MIAs are found. It is the age-old conspiracy theory, and makes no apologies for exploiting the plight of many an American family that was left without a son during the ten years that the official Vietnam war had been raging for. Of course, with the Jingoism that was inherent in American society during the 1980s, they could not help but work in a plot tangent about the Vietnamese army being in bed with what appears to be a single battalion of Russians. Together, the two antagonists attempt to extract what information they can from Rambo, but it backfires upon them in an orgy of bullets, arrows, rockets, and destruction. About the only thing missing is the moment when Rambo drinks from a grail-like chalice and declares himself invincible.<br /><br />To be honest, First Blood Part II is a well-photographed, and well-choreographed, action spectacle. The hand-to-hand combat with the larger Russian commander is one of the few battles in the film that has any dramatic tension whatsoever. The rest is simply a case of the lead actor and the director building a fantasy for Americans to pump their fist to. Fortunately, this fad of America über alles action films soon died down when more introspective and intelligent war films such as Platoon began doing the rounds. Some of the kills shown here are quite creative, despite all the problems. The Vietnamese commander meets an end that many an action film villain would envy. The Russian commander bites it in a manner that is as spectacular as it is ridiculous. Only in a 1980s action film would one see a LAW being used from inside a helicopter. Sure, there have been action film clichés rooted in contradictions of fact, but never this ridiculous before.<br /><br />I gave Rambo: First Blood Part II a one out of ten. It is so bad it is ridiculous, and so ridiculous that it is often funny. One doesn't even need to have served in the military to know how stupid some of the action sequences are. The only risk it takes is in trying to make a stupid political statement with what is a heartbreaking subject for those directly involved. Keep the tongue firmly in the cheek, and it might be watchable.",0
"The movie was fantastic. If your a fan of Bams' cky videos, jackass, or his show Viva la Bam, you cant help but like it. I have a few friends who aren't fans that enjoyed it, and others who thought it wasn't that great. Those who didn't like it were mostly female friends, they really didn't appreciate some of the crude humor, that personally i think made the movie so funny. I'm pretty sure the entire movie was filmed in Bams home town, which includes a lot of his regularly visited locations. The cast of is made up of all his friends and cky buddies, and also includes some big name pro skateboarders too. The soundtrack is phenomenal, with music by HIM. In my opinion, Haggard has it all. A great plot, characters you'll never see anywhere else. Plenty of humor great music and a cast that was dedicated to the project.",1
"Back in August, '81 there was a country-ish buzz to movies, big hits like ""Urban Cowboy"", ""Every Which Way But Loose"", ""Smokey and the Bandit"" were all the rage. For that reason I suspect the producers of this movie chose ""Honky Tonk Freeway"" as the title hoping it would help the movie's box office receipts by drawing in that same ""Urban Cowboy"" crowd. Instead ""Honky Tonk Freeway"" bombed at the theaters and I suspect it do so in part by being burdened with a poorly chosen title. Thats same problem burdens it now on video and thats too bad because its a pretty good movie and in a comedy style ahead of it's time. No matter what, probably anybody who can remember 1981 will enjoy it.<br /><br />Its too bad this movie bombed. But I think it would have anyway even if it hadn't been saddled with a poor title. Its a movie ahead of its time. One could look at this movie now and see that its clearly a father or *great-uncle anyway) to the kinds of comedy made today. For its day ""Honky Tonk Freeway"" was pretty full of innuendo and a kind of frankness about life that didn't get popular in comedy till much later on. While clearly its a child of ""Airplane"", its more mature, and while its certainly no ""Knocked Up"" it clearly points in that direction. The characters are more ""comedy-mature"" in that they are low-key and don't ever think anything they do is anything other than serious. The jokes are in the choices of what to emphasize and the camera views and the way the view themselves and their situations.<br /><br />But, more than that, ""Honky Tonk Freeway"" is a real time capsule. A great look back at the exceedingly early 80's. The people in this movie are dressed and act as everyday people of 1981 did. It was clearly meant to reflect the times and be a sly comedic comment on everyday life around them.<br /><br />I don't know if my review is helping you, but this is really a good, sometimes kind of excellent, movie thats worth renting if you want to see how a lot of faces that are familiar today looked when they were 30 years younger. Beverly D'Angelo is so young its hard to realize its her sometimes. So are Beau Bridges and Terri Garr. Terry Garr was just about to become the toast of Hollywood as her next movie after this one was ""Tootsie"" which finally made her a star. Howard Hessmann was arguably the biggest ""current"" star of the the day when this movie was made. Back in 1981 Howard Hessmann was the star of the big hit TV show ""WKRP in Cinncinatti"". He played its lead character, the rascally night DJ. Daniel Stern was just about to break out as a star as the grown-up narrator voice of the lead child character in the popular 80's sitcom ""The Wonder Years"" There are also several faces that are no longer with us these days, its nice to see Hume Crowyn and Jessica Tandy as a an old married couple on a journey. Jessica Tandy would finally pick up her Oscar ten years after this for ""Driving Miss Daisy"". There is also the great Geraldine Page in one of her final movie appearances. Though she'd had a brilliant career she didn't get her Oscar till four years after this in 1985's ""Trip to Bountiful"", for which she richly deserved it, and she died very soon after getting that award.<br /><br />Plus, there are lots of other faces in this movie, actors who aren't big stars but who have done tons of supporting work. Many are familiar even if you can't think of their name.<br /><br />This movie is a pleasant little diversion. A bunch of people with a variety of problems set out from various locations each for their own individual unrelated reasons who all, in a vaguely Altman-esk way, end up heading towards Florida and unbeknownst to them a rendevoux in the little town of Ticlaw, Florida, which happens to be reeling from the effects of being bypassed by the recently constructed interstate nearby which did not construct an exit to Ticlaw which effectively takes the town off the map.<br /><br />And thats also what this movie is about, fascination with the whole idea of the interstate system, which had only recently been ""completed"". It had taken a generation to build, from when it was authorized by congress around 1960, through many years as different parts were built and then ""went live"" and by 1980 most of the system had finally been built and all connected together and first the first time the promise of what the interstate system would be had turned into what is. And people were enchanted by it. Everybody by 1980 was pretty much an ""interstate freeway veteran"" in the sense that by then everybody had used parts of it and knew how it worked and how it was different from other roads in that it had no red lights or stop signs, only on and off ramps, and that it went to places that were formerly less accessible. By 1980 anyone could drive anywhere in comfort and without having to stop for anything except to eat and sleep and a bathroom. And this was all new then. <br /><br />The ending is anti-climatic and isn't that satisfying albeit its one spectacular moment. What makes it great is it's the journey not the destination that makes Honky Tonk Freeway timeless in spite of it being such a product of its day. Forget its title; instead let it take you down memory lane.",1
"A question for all you girls out there : If a man you`ve never met before accidentally phoned you up on purpose and continued to do so at the most indiscreet moments would you be intrigued by him or so freaked out you`d phone the police ? Yeah that`s what I thought so I couldn`t swallow the idea of Marti Gerrard putting up with the unwarrented attention of Connor Hill<br /><br />***** MILD SPOILERS *****<br /><br />This is a really dumb story . Connor Hill`s wife is murdered and the plot revolves around the question is Connor phoning Marti so he can have an alibi ? But there`s a massive gap in logic here , couldn`t Connor have employed a hit man ? something the prosecution seem to have ignored . And wasn`t there any forensics at the murder scene ? So why does the whole trial rest on Connor phoning Marti at the time of the murder ? Dumb . Dumb . Dumb . And it`s as predictable as it is brainless .<br /><br />My abiding memory of this film is that for someone who made the winter Olympics Marti Gerrard is a really crap downhill skier",0
"I really liked the movie 'The Emporer's New Groove', but watching this was like coming home and seeing your wife having ""relations"" with a llama. Seriously, this movie was bad. It's like Club Dread after Super Troopers. I am supposed to write 10 lines, but I don't even know what else to say. I laughed a couple of times, but only because I was drinking. A movie like that should at least be funny when your drunk. It was not. Maybe llamas are just funny and regular cartoon people aren't. Either way, just stick with The Emporer's New Groove if you want a funny, cartoon, llama-themed movie. Line 10 is this line right here.",0
"Catherine Brreillat is a French director who loves to provoke her audience. She takes us along to witness how a film is done on location. The movie in production seems to be based on herself, since the person at the center of the story is Jeanne, a woman director, much like Ms. Breillat. Jeanne acts as the alter ego of the real director.<br /><br />Jeanne reaches an impasse at the start of filming. Not only has she picked the wrong time to photograph this movie during a cold spell, as it involves beach locations that are obviously too cold for the actors and extras. Jeanne has problems with the two principal actors, especially, the male lead who has problems accepting the way the director has decided to show him in the movie; the lead actress is no angel either.<br /><br />Movie making, Ms. Breillat tells us is a process like no other in a creative work of art. First, there is the writing period, in which, in this case, Jeanne, has written a screen play, that when it goes into production reveals problems the writer/director didn't think about. There is the problem of how she wants to photograph a love scene in which the young woman of the story has her first sex contact. What appeared clever in the written page, doesn't necessarily translate into an easy time in front of the camera. The actor is made to wear a false penis and has a lot of problems accepting the fact that a make up has to touch him in ways he never thought he would ever be touched by another man.<br /><br />The luminous Anne Parillaud is marvelous as Jeanne, the director. She makes observations about the production, the actors, and the crew that fit well into the story being told. Gregoire Colin and Roxane Mesquide play the lead actors, with all the insecurity that some actors bring to a movie set. Jeanne has to massage their egos in order to get what she wants in the end. Ashley Waninnger plays Leo, Jeanne's assistant.<br /><br />""Sex Is Comedy"" allows Ms. Breillet to give us her own take on films in general. This is a great look at the way movies are done in a typical Breillat style.",1
"This movie is flawed on many fronts. Like many before it, it portrays more of the mythology of the Alamo than the history. The production is poor, overall giving the impression of a welfare project for lots of actors who might have otherwise had to work on Hollywood Squares. This to me was the greatest flaw - I know the ages and general personalities of the real Alamo protagonists and the geriatric ensemble of TV actors chosen to portray them never let any hint of believability intrude.<br /><br />As a native Texan, I grew up with the mythology. I later learned more about the history. I can accept a decent production from either perspective (although I prefer more historical accuracy), but this never gave me a chance to enjoy it. Even John Wayne's or Fess Parker's versions had more life than this stolid mess, while being only slightly less accurate.<br /><br />Very disappointing - avoid it.",0
"Nothing better than an android boasting 80's technology and a coming-of-age storyline to pull your thoughts from the depths of your mind front and center to be taken captive by a beautifully lovable cast. Growing up in the 80's gave me the priceless opportunity to see re- runs of ""not quite human"" on many special occasions. Considering the fact that my parents were never present during the viewings, I would guess that I would most likely not enjoy it near as much as I did as a child. So perhaps this is a film to dig out of your VHS collection and hand to your kids, it can be found on the same tape as ""The apple dumpling gang"" and an episode of ""tour of duty,"" that is if you recorded in LP mode of course.",1
"I was so disappointed in this movie. I am very familiar with the case, having read not only Mark Fuhrman's book but also the far superior ""A Wealth of Evil: The True Story of the Murder of Martha Moxley in America's Richest Community"" by Timothy Dumas. Anyone who watches MURDER IN GREENWICH should be aware they're watching The Mark Fuhrman story, not the Martha Moxley story. This film is nothing more than an ego-trip for Fuhrman. Just watch his character strut around as if he is the second coming (yes, even being ogled by women). The actors playing the kids look way too old for their roles and the flashbacks to the 1970s are totally unconvincing. If there is any hero to this story, it's Martha's family, her mother Dorothy and brother John. They kept this case alive for two decades before Fuhrman walked into it in order to make a name for himself. They, and Martha, deserve to have the true story told.",0
"I once caught about a 20 minute portion of this movie on Turner Classic Movies about 6 months back. I thought every minute of what I was watching was gold, and, because it was somewhere in the film's middle and I didn't want to spoil the whole thing if I were to watch it from the start, I decided that I would rent it immediately. Well, the video store which I frequent did not have a copy, so it took me six months to finally go somewhere else and rent it. I had previous to that experience only seen some Chaplin shorts, funny but not greatly artful, but after I saw the snippet of The Great Dictator, I checked out three of his other films, City Lights, The Gold Rush, and Modern Times (City Lights was great, I found the Gold Rush a little overrated, but still worthwhile, and I found Modern Times to be one of the funniest films I've ever seen (second funniest, behind Keaton's Sherlock Jr., more exactly).<br /><br />Finally, the whole of the Great Dictator. Well, to be honest, it had its moments, both of comedy and of drama. But these moments don't always mix well. Chaplin's comedy worked well when mixed with melodrama (City Lights is the best example of this), but it didn't always work with social commentary. Plus, the fact that there was dialogue lessened the impressiveness of Chaplin's talent. Don't get me wrong, I liked the movie as a whole, but I thought it of little consequence. I would have given it a solid 7/10 on the ratings scale...if not for the ending. The final speech that the Jewish barber gives is enormously powerful. Yes, it is adressed to the tempora et mores of 1940, but his message is perfectly applicable to the world today. The speech brought me to tears, and I consider it one of the best endings I've ever seen. Final score: 8/10.",1
"A genuine screaming situation comedy farce of the mid 70s this film was a HUGE hit for about 5 minutes and disappeared off the face of the earth. I am constantly amazed at some comedy films that are a big release one week and then vanish: HIGH ANXIETY, THE CHEAP DETECTIVE, THE BLACK BIRD, DON'T LOOK NOW WE'RE BEING SHOT AT.......... and have no profile at all today. NORMAN was the comedy of the month in whenever 1976 and everyone seemed to see it, laugh about it and then never ever mention it ever again. Famous for being shot on videotape and transferred to film, an experiment at the time, NORMAN is a raucous politically incorrect closet slamming farce that The Farrelly Brothers should look at remaking today. If they had made it in the first place there would be no complaints about its content and slant either. It is very funny and YES very rude and hilariously all wrong. Just as it should be. In fact as a groovy 1976 film with all those horror colours and clothes it actually works better today.",1
"-The movie tells the tale of a prince whose life is wonderful, but after an evil wizard tells him to go into town disguised as a beggar the wizard then locks up the prince and soon becomes the shadow ruler of Baghdad. the jailed prince meets a thief called Abu who helps him escape the jail and head to a town called Basra where he meets a princess who he falls madly in love with, but unbeknown to him the evil wizard Jafa is also in love with the princess and tries to convince her father to allow him to marry her. Jafa soon learns that the prince is trying to win the girls heart so he makes him blind and turns Abu into a dog. This leads to the prince and Abu going off on an adventure to find a way to defeat Jafa, restore peace to Baghdad and marry the princess. during their journey they encounter everything from sarcastic Genies that takes Abu on a flight through the clouds, a giant spider that's really hungry, and a flying horse that probably gives birth to one of the most beautiful sequence these old eyes of mine have ever seen.<br /><br />-This is a pure fantasy movie from start to finish it has flying horses, genies, flying carpets, and wizards that can actually do magic instead of just hit people with their staffs. It doesn't have any cheesy moments and the love story isn't a waste of time. The production designs are just stunning in this movie. From the palaces to the different dangerous traps that the heroes encounter. Even though this movie is over 40 years old, the production design is far better than most of the crap that gets tacked on in today's cinema. The music and songs are also well done. Anyone who sees it will no doubt hail, ""I want to be a sailor sailing on the seas"" as one of the great musical moments in movies. I'm usually not a huge fan of singing in movies since I find them about as enjoyable as doing my taxes but I'll be more than happy to make an exception for this movie.<br /><br />-What sells the movie for me is the sheer fact that you get to see things you don't see in everyday life which is also the same reason why I love stuff like ""Two Towers"" and ""Silent Hill"". Way before today's modern fantasy movie came along with their realistic CGI to blow our minds there was this movie which blew your mind without having green screen scattered all over the place. One of my favorite shots in ""Two Towers"" is the one where we see the trolls opening the Black Gates, the main appeal of that shot for me was seeing these great fantasy beings doing what is essentially manual labor, and that's what I love about the Genie and other creatures in the movie. They're just there trying to make a living just like everyone else which gives them a real feel even though they're all just fantasy beings.<br /><br />-It's literally impossible to watch this movie and not notice where the makers of ""Aladdin"" got their inspiration. The characters from this movie are pretty much the same characters in that movie from the talkative Genie right down to the flying carpet. It's not an entirely bad thing in my eyes since it's nice to know that I'm not the only one on the planet that has a deep passionate love for this amazing movie. I first saw this as a kid in the motherland and thought it was the greatest thing in the world and upon watching it again last week I still think it's amazing. That's a true testament that a great movie can withstand the test of time. Sure, the effects look a wee bit outdated and cheesy but it was made way back in the 40's so give it a break. Not everything looks outdated though since most of the stuff can still hold its own today when scrutinized under today's standard.<br /><br />-If you ever wanted to see a live action version of ""Aladdin"" then you should get your wish with this but the angry cynical bunch will probably do good in avoiding this since this won't be their cup of tea.",1
Nelson is a medical professor who wants his four students to put him to death and then bring him back to life so that he can prove that there is an afterlife. So they do and soon enough all of the medical students want to know if there is life after death. The afterlife isn't about pearly gates and lights at the end of the tunnel but something more sinister.<br /><br />Past ghosts come back to haunt them and surely this movie will haunt anyone. It has some pretty scary moments that could translate into real life and it makes people wonder somewhat about what happens when you die. It's a good movie to see when it's raining and you're feeling down. It's also a little weird.<br /><br />See it with a haunted past.,1
"This is actually a trilogy of 3 of Somerset Maugham's short tales. The first one is The Verger, which is about 15 minutes long and very enjoyable. After 17 years Albert Foreman is laid off from his church job because he can't read nor write. So what does he do? Opens a tobacco shop, of course!<br /><br />The second is Mr. Know-All which was actually a story I had read for school 6 years ago and instantly forgotten, until I heard the familiar introduction. Another 15 minute one, and also very good. It worked better on film than in a book for me, but then perhaps that's because I was only 14 the last time, afterall.<br /><br />The 3rd one is nearly a let-down. Almost an hour in length, it simply drags. It's not all that bad, but not as quick and snappy as the last 2. I watched the first quarter hour of it and then skipped forward to the last quarter hour, and found that it still made sense and really I hadn't missed a thing!<br /><br />Overall I give them 8, 9, and 6 out of 10, respectively.",1
"This movie is one of the most unintentionally bad action films ever put to film. Dolph Friggin' Lundren with a Japanese accent is funny enough, but add really corny buddy-buddy action to the mix, an eccentric and over-the-top villain, a clichéd love interest subplot and one of the worst endings of all time, and you've got yourself quite the little suicide-inducing cure for people who enjoy their life and, up till watching ""Showdown,"" had never contemplated killing themselves with a blowtorch.<br /><br />I don't know if it's just me but the whole homosexual subtext is none too subtle. There are constant references to male genitalia, and not by females, either. Brandon Lee and Dolphin talk about each other's manly parts, and in fact before going on a suicide spree, Brandon says to Dolphy, ""In case we don't make it, I want to tell you, you have the biggest d--- I've ever seen.""<br /><br />Now, is this what a normal man would say to another man? In an ACTION film no less? And would you want those to be your _dying words_??<br /><br />Later, there's this gem:<br /><br />Dolph (regarding the villain): ""I would like to cut off certain parts of his anatomy."" Brandon: ""Man, you've got a fixation."" <br /><br />As the guy at RuthlessReviews.com pointed out, ""Unfortunately, Dolph doesn't respond with, 'I've got a fixation? I've got a fixation?! You're the one who decided that his last words should be about my privates! I was just gonna chop of his ears and his nose, man.""<br /><br />This is relentlessly silly stuff and great fun if you're someone who enjoys receiving root canals from unlicensed dentists, without novocain. It's about on par. Great fun for the whole family!",0
"The title of this movie doesn't make a lot of sense, until you see it in operation, because it's the sound that a retarded young man makes while he's operating his imaginary trolley, which is what he does all day. And he is just one of many odd characters in this surreal & at times, tragic tale of a group of slum-dwellers in Japan.<br /><br />There are two drunks who trade wives, there's a man with aspirations to be a architect, and his young son who he sends out to beg for food. There's a wise old man who seems to be the pillar of sanity within all that goes on around him, and there's a businessman with some severe nervous tics that has a wife that treats him (and everyone else) like dirt.<br /><br />There's no particular plot to this, really, it's a bunch of stories that drift back & forth between each other, sometimes funny, sometimes tragic. All in all I thought it worked pretty well, & I had been dying to see this for a long time just based on its description. I was not in the least disappointed, and I'd definitely recommend this. 9 out of 10.",1
"If this movie as meant to discourage people from doing drugs, it fails. I was ready to start using them I got waiting for something to happen and nothing ever really did. This movie is neither horror or drama. It's just the paranoia of meth users. This movie may win an award for the using the ""F"" word so many times and so uselessly. It was not well stated, but I felt like they were making Meth to replace Meth they owed to someone. Hector just got worse and more paranoid as the movie went on and the girl just got more hopeless. The ending really made no sense. The movie made no sense unless it was just showing how annoying is is to be stuck in a house in the middle of nowhere with a meth-head. I relied on the other feedback when I decided to watch this movie and the rating on this movie should be a much lower average.",0
"Okay , so this wasnt what I was expecting. I rented this film just to see how it would be since I want to see the first one anyway. But , this film had B-movie all over it. But when I watched it I realized that it was very funny. For the first 30 minutes It was just how the snowman was kiiling people and one man losing his sanity. But , those first few minutes had some funny one liners in it. When He throws up the first of his little minions I knew this would be very very funny. They all act like the gremlins in the ninteen eighty four hit gremlins that it made it look like it was spoofing it and made me forget it was a B-movie. So if you like to laugh rent this one.",1
"I was really surprised, that my mom watched whole movie without leaving to iron, clean or some other things like these. And I was almost shocked, when she said, it was very funny and very interesting. And I think so.",1
"This movie was more of a passage into manhood for one gay man, and how he must deal with everyone. His mother is depressed, his younger sister is a pain, his older sister is somewhat accepting. The relationship looks good with his boyfriend/exhooker and he leaves his family to try life with this first guy. Unfortunately, the new guy screws around on him and says it really didn't mean anything. Our young gay man goes bonkers and ends up in the looney bin and eventually leaves, dumping his new lover and starting over. We are left with him starting over and viewing, not participating, in happiness. So maybe things will go better for him in the future. The ending was kind of a downer but the whole movie was entirely realistic and so I will let this real ending slip bye with a high rating.",1
"Geez! This is one of those movies that you think you previously reviewed but you didn't. I mean, you didn't give a crap about it but somehow it came to your mind.<br /><br />To be honest and brief; this is one of the worst, boring, and stupid slashers ever made. I can't say anything good about this piece of crap because there are barely decent sequences that could tell it's made by professional film makers.<br /><br />The death scenes are horrible, bloodless, stupid. The plot is somehow good taking in account that it copied ""Popcorn"" from 1991.<br /><br />To make things even worse, this isn't a movie so bad that it's good. It's just plain bad.<br /><br />Molly Ringwald tried to do her best but it wasn't enough.",0
"(spoilers)Wow, this is a bad one. I did a double take when watching an old Star Trek episode the other day-it was the one where everyone gets infected with that space sickness and then go a bit nuts-and there was Stewart Moss, a.k.a the unlikable 'hero' of It Lives by Night! He played the first crewmember infected, who dies from terminal depression. All I could think was that he'd watched his own movie too many times, that's what caused the depression. This movie is full of truly unlikable people. There is no redeeming character in the film, not one. It's very hard to feel bad about Dr. Beck's turning into a bat(or whatever he actually turned into), because you just don't like him. And you don't like his shrill, bony wife, or the nasty sleazy Sgt. Ward, or Dr. Mustache Love...So why would you invest any time or energy in this movie? Where there is no empathy with the characters, there is no reason to bother caring about it. Not to mention the horrible cinematography, which made it look like they'd filmed the movie through urine, and the five cent bat special effects, many of which appeared to be pieces of paper thrown into a fan to simulate hordes of bats flying. Not the worst film I've ever seen on MST3K, but down there in the bottom ranks, definitely.",0
"I'm normally a fan of Mel Gibson, but in this case he did a movie with a poor script. The acting for the most part really wasn't that bad, but the story was just pointless with flaws and boring. I thought I would like the movie a little but I didn't like it at all actually. I give it a 1 1/2 out of 5!",0
